CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR;CONDICION_DE_HABITABILIDAD
TQRMNOUSXHMNMLCDEIIAD00811971;2024;3;1;1;1;S;32;1076;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;5;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;750000;4;;4;4;;3;750000;9;;8;9;;6;1148;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNORTYHJMLSCDEIIAD00865425;2024;3;1;1;1;S;32;1788;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;690000;4;;3;4;;2;345000;5;;5;5;;2;2889;2;0;1;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORTYHMKMNCDEIIAD00854949;2024;3;1;1;1;S;32;586;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2250000;9;;9;9;;8;1125000;10;;9;10;;8;721;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQXWHMKMPCDEIIAD00870199;2024;3;1;1;1;S;32;619;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1800000;9;;8;9;;7;900000;9;;9;9;;7;1032;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPRWHMLMQCDEIIAD00870200;2024;3;51;1;1;S;32;78;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;350000;2;;1;2;;1;350000;5;;5;5;;2;167;96;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOYTTHJKMNCDEIIAD00870201;2024;3;1;1;1;S;32;679;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;3300000;10;;10;10;;9;1100000;10;;9;10;;8;1213;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQUPHKOLOCDEFKID00870202;2024;3;1;1;43;S;4;551;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORXVHMMLOCDEFKID00808983;2024;3;2;1;43;S;4;839;1;;6;1;;2;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;2;2;2300000;9;10;10;9;;9;575000;8;8;7;8;;7;1077;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPVYHMOLPCDEFKID00808872;2024;3;1;1;43;S;4;983;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQSMNOSRQHJMLQCDEFKID00864881;2024;3;1;1;43;S;4;1115;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSRQHJMLQCDEFKID00864871;2024;3;1;1;43;S;4;597;2;;2;1;;2;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;1;2;0;2;0;6;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1140000;7;7;7;6;;6;1140000;10;10;10;10;;10;736;1;0;97;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSRPHKOKRCDEGOIH00870280;2024;3;1;1;40;N;18;254;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;546000;3;3;3;;4;3;273000;4;4;6;;5;6;245;2;0;97;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOTXRHJNMRCDEIJAH00864234;2024;3;1;1;1;S;33;1437;1;;2;2;;1;2;2;2;;1;1;2;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;97;0;97;0;0;0;Unipersonal;Material durable;Bajo;Regular
TQRMNOPYUHJMMSCDEIJAH00864245;2024;3;1;1;1;S;33;1405;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;900000;5;;5;5;;5;225000;3;;3;3;;4;2220;2;0;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOQQVHLMMLCDEIJAH00807378;2024;3;1;1;1;S;33;1390;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORWWHMMKQCDEOJAH00813477;2024;3;1;1;44;N;93;73;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;757200;4;5;3;;5;4;378600;6;6;5;;7;5;95;2;0;1;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOWTUHMOKMCDEHIBB00870281;2024;3;1;1;40;N;22;120;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;700000;4;4;5;;5;5;700000;8;9;10;;9;10;119;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPPUHMOKOCDEHIBB00810811;2024;3;1;1;40;N;22;219;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;510000;3;3;3;;3;4;255000;4;4;5;;4;5;231;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOUTYHJLKNCDEHIBB00864352;2024;3;1;1;40;N;22;156;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1000000;6;6;7;;7;7;250000;4;4;5;;4;5;170;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORPRHKMKMCDEHIBB00870282;2024;3;1;1;40;N;22;133;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;1;1;2;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;780000;5;5;5;;5;6;390000;6;6;8;;7;8;147;97;0;2;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPPVHJKKPCDEHIBB00864372;2024;3;1;1;40;N;22;117;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;1170000;7;7;8;;7;8;390000;6;6;8;;7;8;127;96;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSPRHKMKOCDEHPJB00870283;2024;3;1;1;40;S;29;246;2;;1;1;;2;1;1;1;;1;1;2;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;1;2;2;2;2;2;1;0;1;286000;1;1;1;1;;1;286000;4;5;6;4;;5;278;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Saludable
TQRMNOQWWHLMKSCDEIOAH00808201;2024;3;1;1;43;N;38;131;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2498000;10;10;10;;10;10;832666,67;9;9;9;;9;9;174;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOTPRHKNKUCDEIOAH00870284;2024;3;1;1;43;N;38;94;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;0;2;208000;1;1;1;;1;1;104000;1;1;1;;1;1;130;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQYUHJKKSCDEFKID00870285;2024;3;1;1;43;S;4;963;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;4;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;650000;4;4;4;4;;3;650000;8;9;8;8;;8;1455;1;0;96;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSPPHKMLNCDEFIAH00870286;2024;3;1;1;43;S;2;374;2;;1;1;;4;1;1;1;;1;1;1;1;1;2;2;1;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOPTXHJLTNCDEIJAH00864278;2024;3;1;1;1;S;33;2188;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSQUHJLTNCDEIJAH00864279;2024;3;1;1;1;S;33;2049;1;;4;1;;2;1;1;1;;1;1;1;1;2;1;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;3;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQXWHLKLRCDEGJBF00804934;2024;3;1;1;43;S;13;1312;2;;3;1;;7;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;600000;3;4;4;3;;3;600000;8;8;8;8;;8;1339;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOVYYHMLLSCDEGJBF00810108;2024;3;1;1;43;S;13;676;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;1000000;6;6;6;6;;6;1000000;9;10;9;9;;9;681;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNORTRHLMLTCDEGJBF00804855;2024;3;1;1;43;S;13;683;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;8;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;150000;1;1;1;1;;1;150000;2;2;2;2;;2;695;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQYUHLMLUCDEGJBF00804867;2024;3;1;1;43;S;13;587;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;690000;4;4;4;4;;4;345000;5;6;5;5;;5;673;1;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQXUHLMMLCDEGJBF00804856;2024;3;1;1;43;S;13;742;2;;3;1;;2;2;1;1;;1;1;2;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;97;0;98;0;0;0;Unipersonal;Material durable;Bajo;Regular
TQRMNOPTSHMMMMCDEGJBF00809962;2024;3;1;1;43;S;13;576;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1029600;6;7;6;6;;6;514800;7;8;7;7;;7;626;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORXXHKOKPCDEGLDF00870007;2024;3;1;1;41;N;15;124;1;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;360000;2;2;3;;2;2;360000;5;6;8;;6;9;118;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOPQXHLOKUCDEGLDF00805218;2024;3;1;1;41;N;15;128;1;;3;1;;2;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;0;2;200000;1;1;1;;1;1;100000;1;1;2;;1;1;117;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORTUHMKLLCDEGLDF00810203;2024;3;1;1;41;N;15;174;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1060000;6;7;8;;7;8;353333,33;5;6;8;;6;8;215;2;0;3;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOSRUHLMLMCDEGLDF00805219;2024;3;1;1;41;N;15;150;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;360000;2;2;3;;2;3;360000;5;6;8;;6;8;165;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSVVHLOLOCDEGLDF00810248;2024;3;1;1;41;N;15;235;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;400000;2;2;3;;2;3;400000;6;6;8;;7;9;246;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQTUHLMKMCDEGPDJ00870008;2024;3;1;1;40;N;19;268;1;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1380000;8;8;8;;8;8;690000;8;9;10;;9;9;268;97;0;96;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOSSRHKMKPCDEGPDJ00870009;2024;3;1;1;40;N;19;212;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;720000;4;5;5;;5;5;180000;2;3;3;;3;3;212;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOTTXHMLLLCDEHLEH00811075;2024;3;1;1;40;N;25;237;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;728000;4;5;5;;5;6;242666,67;3;4;5;;4;6;379;1;3;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPVQHKMLOCDEHLEH00870010;2024;3;1;1;40;N;25;150;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;960000;6;6;7;;6;8;192000;3;3;4;;3;4;176;2;0;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOQTTHLMKMCDEGPDJ00805641;2024;3;1;1;40;N;19;212;1;;4;2;;2;2;1;1;;1;1;1;1;2;2;2;4;3;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;4;0;4;216000;1;1;1;;1;1;54000;1;1;1;;1;1;212;1;0;2;3;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPWQHJOKOCDEGPDJ00863964;2024;3;1;1;40;N;19;203;1;;5;1;;2;2;1;1;;1;1;1;1;2;2;2;5;3;1;1;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1040000;6;7;7;;7;7;346666,67;5;6;7;;6;7;203;1;0;3;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPPWHLOKNCDEGPDJ00805634;2024;3;1;1;40;N;19;188;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;540000;3;3;3;;3;4;270000;4;4;5;;5;5;188;2;0;96;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPUPHJKKRCDEGPDJ00864807;2024;3;1;1;40;N;19;217;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;3;0;3;1795000;9;9;9;;9;9;598333,33;8;8;9;;8;9;217;1;0;97;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPSQHJMKSCDEGPDJ00870011;2024;3;1;1;40;N;19;183;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;950000;6;6;7;;6;7;475000;7;7;8;;8;8;183;1;2;96;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNORXPHLMKOCDEGPDJ00805636;2024;3;1;1;40;N;19;179;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;5;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;2005000;9;9;10;;10;10;401000;6;7;8;;7;8;179;2;0;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOTRPHKOKPCDEGOIH00870012;2024;3;1;1;40;N;18;189;1;;1;2;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;480900;2;3;3;;3;3;120225;1;1;2;;2;3;189;2;0;98;0;0;0;Nuclear;Material durable;Alto;Buena
TQRMNOPVRHKOKQCDEGOIH00870013;2024;3;1;1;40;N;18;213;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;1000900;6;7;7;;7;7;166816,67;2;2;3;;3;4;227;2;0;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNORVYHMOKOCDEGOIH00810530;2024;3;1;1;40;N;18;278;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;970000;6;6;7;;6;7;194000;3;3;4;;3;4;289;3;0;4;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOQQRHKOKRCDEGOIH00870014;2024;3;1;1;40;N;18;217;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;750000;4;5;5;;5;5;125000;1;2;2;;2;3;225;2;3;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOSYXHJMLOCDEGGFB00863976;2024;3;1;1;42;S;10;555;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;3;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPRQHLMLOCDEGGFB00804677;2024;3;1;1;42;S;10;497;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;97;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNORXRHMMLOCDEGOIH00810537;2024;3;1;1;40;N;18;185;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1040000;6;7;7;;7;7;208000;3;3;4;;3;5;182;2;0;1;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOQVVHKOLRCDEHNHB00870105;2024;3;1;1;42;S;27;246;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;430000;2;2;2;2;;2;430000;6;7;7;6;;8;252;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQRUHKOLPCDEGPDJ00870106;2024;3;1;1;40;N;19;257;1;;2;2;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;280000;1;1;1;;1;2;70000;1;1;1;;1;1;257;2;0;4;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOUPPHLOLPCDEGPDJ00805629;2024;3;1;1;40;N;19;280;1;;3;1;;2;1;1;1;;1;1;1;1;2;1;2;3;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;9;3;6;660000;4;4;5;;4;5;73333,33;1;1;1;;1;1;280;7;8;98;0;0;0;Extendido;Material durable;Alto;Buena
TQRMNOPYVHLMKUCDEFMDB00803968;2024;3;2;1;43;N;6;139;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;97;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQQUHLNLLCDEFMDB00804062;2024;3;1;1;43;N;6;135;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;930000;6;6;6;;6;6;465000;7;7;7;;7;7;158;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSYVHLOLMCDEFMDB00803971;2024;3;2;1;43;N;6;175;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;600000;3;4;4;;4;3;300000;5;5;4;;5;5;191;1;0;96;0;0;0;Nuclear;Material durable;Medio;Buena
