CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V2_02;V2_03;V21_01;V22_01;V5_02;V5_03;V11_01;V11_02;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNORSSHKMOSCDEIJAH00862087;2024;2;1;1;1;S;33;2909;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1050000;8;;8;8;;8;1050000;10;;10;10;;10;3698;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPUVHLMPNCDEIJAH00812711;2024;2;1;1;1;S;33;1654;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;5;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2400000;10;;10;10;;10;600000;9;;9;9;;9;4612;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQYWHKLPLCDEIJAH00858568;2024;2;1;1;1;S;33;1925;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;360000;3;;3;3;;3;180000;4;;4;4;;4;2564;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTQRHKKKSCDEFJAH00858475;2024;2;1;1;43;N;3;334;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;100000;1;1;1;;1;1;100000;2;2;1;;2;2;328;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSTRHLMLLCDEFJAH00803477;2024;2;1;1;43;N;3;301;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;600000;5;6;5;;6;6;600000;9;9;9;;9;8;398;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPRXHMLKSCDEFJAH00798469;2024;2;2;1;43;N;3;301;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;560000;5;5;5;;5;5;560000;9;9;9;;9;8;476;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPYQHKMKMCDEIKAH00858845;2024;2;1;1;43;S;34;794;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORYUHMOKMCDEIKAH00802689;2024;2;1;1;43;S;34;544;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;360000;3;3;3;3;;3;120000;2;2;2;2;;2;1355;1;0;2;3;0;0;;;;;;;;;;;;;;
TQRMNOQYQHKOKOCDEIKAH00859264;2024;2;1;1;43;S;34;691;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1700000;10;10;10;10;;10;566666,67;9;9;9;9;;9;1200;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOTPPHKOKOCDEIKAH00858847;2024;2;1;1;43;S;34;692;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;330000;2;2;2;2;;2;165000;3;3;3;3;;2;861;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNORWWHKMKPCDEIKAH00862088;2024;2;1;1;43;S;34;780;1;;2;1;;5;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRSHMNKNCDEIKAH00802713;2024;2;2;1;43;S;34;562;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;890000;7;8;7;7;;7;296666,67;6;7;6;6;;5;1330;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPYRHJOKNCDEIKAH00862089;2024;2;1;1;43;S;34;368;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;0;2;590000;5;5;5;5;;5;295000;6;7;6;6;;5;427;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORWVHKKQRCDEIJAH00862037;2024;2;51;1;1;S;33;1066;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;500000;4;;4;4;;4;500000;9;;8;8;;9;1118;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRRHMLKRCDEIJAH00807182;2024;2;1;1;1;S;33;2298;2;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSQVHLMSLCDEIJAH00807171;2024;2;1;1;1;S;33;2004;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;690000;6;;6;6;;6;345000;7;;7;7;;7;2879;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRSHLMSLCDEIJAH00807183;2024;2;1;1;1;S;33;1795;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;560000;5;;5;5;;5;560000;9;;9;9;;9;1869;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRQHLOKMCDEFIAH00808624;2024;2;1;1;43;S;2;518;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;0;5;1240000;9;9;9;9;;8;248000;5;6;5;5;;5;1285;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOQYVHJNLRCDEFIAH00862038;2024;2;1;1;43;S;2;380;1;;2;1;;3;1;1;2;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNOQTRHLKKNCDEIOAH00808169;2024;2;1;1;43;N;38;134;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1400000;9;9;9;;10;9;700000;9;10;10;;10;10;170;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQQHJMKPCDEIOAH00862039;2024;2;1;1;43;N;38;142;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;715000;6;7;6;;7;7;357500;7;8;7;;8;7;195;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQTHJMKPCDEIOAH00862040;2024;2;1;1;43;N;38;130;1;;2;1;;5;2;1;2;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;4;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;560000;5;5;5;;5;5;560000;9;9;9;;9;9;157;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTYXHJKKOCDEIOAH00862041;2024;2;1;1;43;N;38;243;2;;3;1;;9;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPXWHMMKSCDEIOAH00802972;2024;2;1;1;43;N;38;169;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;410000;3;3;3;;4;4;205000;5;5;4;;5;5;214;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORYPHMMKSCDEIOAH00802973;2024;2;1;1;43;N;38;141;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;900000;7;8;7;;8;8;300000;6;7;6;;7;7;177;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXYHLLKPCDEIOAH00808173;2024;2;1;1;43;N;38;165;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;300000;2;2;2;;2;3;300000;6;7;6;;7;7;205;1;0;96;0;0;0;;;;;;;;;;;;;;
TQRMNOPXUHJKKPCDEIOAH00862042;2024;2;1;1;43;N;38;182;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2600000;10;10;10;;10;10;1300000;10;10;10;;10;10;255;97;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOPXQHLMKQCDEIOAH00808170;2024;2;1;1;43;N;38;137;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;300000;2;2;2;;2;3;300000;7;7;6;;7;7;137;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORYSHJMKQCDEIOAH00862043;2024;2;1;1;43;N;38;95;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;140000;1;1;1;;1;1;70000;1;1;1;;1;1;106;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOTQYHJOQOCDEIJAH00862090;2024;2;1;1;1;S;33;2217;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1100000;8;;8;8;;8;550000;9;;9;9;;9;3967;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPSUHLMPUCDEIJAH00807125;2024;2;1;1;1;S;33;1835;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORPYHLMPUCDEIJAH00807126;2024;2;1;1;1;S;33;2174;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;1;1;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRXHKNLPCDEFIAH00858976;2024;2;1;1;43;S;2;443;2;;2;1;;4;1;1;1;;1;1;1;1;1;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;97;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNOQRVHJMLSCDEFIAH00862044;2024;2;1;1;43;S;2;649;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;1;1;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1250000;9;9;9;9;;8;416666,67;8;8;8;8;;7;1388;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOQTQHJOLTCDEFIAH00862045;2024;2;1;1;43;S;2;898;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQRHLMLTCDEFIAH00803293;2024;2;1;1;43;S;2;684;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;96;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQTRHLMLTCDEFIAH00803294;2024;2;1;1;43;S;2;677;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSWPHMOLTCDEFIAH00798338;2024;2;2;1;43;S;2;805;1;;2;1;;5;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;2;1;1;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPUPHLMLUCDEFIAH00803295;2024;2;1;1;43;S;2;454;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;96;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSPXHLMLUCDEFIAH00862046;2024;2;1;1;43;S;2;651;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;906000;7;8;7;7;;7;302000;7;7;6;6;;6;1495;96;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSXHJMMLCDEFIAH00862047;2024;2;1;1;43;S;2;610;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRUHMKPRCDEIJAH00802244;2024;2;1;1;1;S;33;2104;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;3;;4;electricidad;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;520000;4;;4;4;;5;520000;9;;8;9;;9;2372;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQQYHMLPSCDEIJAH00802245;2024;2;1;1;1;S;33;1976;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1;;4;electricidad;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSPSHMLPSCDEIJAH00802246;2024;2;1;1;1;S;33;1854;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;200000;1;;1;1;;1;200000;4;;4;4;;5;2419;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRYHJNSOCDEIJAH00862091;2024;2;1;1;1;S;33;7708;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSYXHJNSOCDEIJAH00862092;2024;2;1;1;1;S;33;7708;1;;3;1;;1;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;250000;2;;2;2;;2;250000;6;;5;5;;6;10793;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUXHJOSPCDEIJAH00862093;2024;2;1;1;1;S;33;1293;1;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;160000;1;;1;1;;1;160000;3;;3;3;;4;1663;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRVHJOSQCDEIJAH00862094;2024;2;1;1;1;S;33;2468;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORQWHLMMLCDEFIAH00803296;2024;2;1;1;43;S;2;645;1;;3;1;;2;1;1;2;;1;1;1;3;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;139000;1;1;1;1;;1;34750;1;1;1;1;;1;1452;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSUYHLMMLCDEFIAH00862048;2024;2;1;1;43;S;2;593;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1700000;10;10;10;9;;10;425000;8;8;8;8;;7;1165;2;1;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUQHMMMLCDEFIAH00798279;2024;2;1;1;43;S;2;1017;1;;2;1;;2;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;260000;2;2;2;2;;2;260000;6;6;5;6;;5;1248;97;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORVTHMMMLCDEFIAH00798280;2024;2;1;1;43;S;2;637;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;2050000;10;10;10;10;;10;512500;9;9;9;9;;8;1475;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOTQYHLNMMCDEFIAH00803301;2024;2;1;1;43;S;2;623;1;;2;2;;4;2;3;2;;1;2;2;2;2;1;2;2;2;2;0;1;2;2;2;0;2;0;6;;2;;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;250000;2;2;2;2;;2;50000;1;1;1;1;;1;611;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORTUHMOMMCDEFIAH00798281;2024;2;1;1;43;S;2;678;1;;2;2;;4;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;3;0;3;666000;6;6;6;6;;5;222000;5;5;4;5;;4;970;2;0;1;3;0;0;;;;;;;;;;;;;;
TQRMNOSPTHJOMMCDEFIAH00862049;2024;2;1;1;43;S;2;464;1;;2;2;;4;2;2;1;;1;1;2;2;1;1;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;468000;4;4;4;4;;3;117000;2;2;2;2;;2;339;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPTVHJKKMCDEFJAH00862050;2024;2;1;1;43;N;3;347;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;382000;3;3;3;;3;3;191000;4;4;3;;5;3;303;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXTHLMKNCDEFJAH00862051;2024;2;1;1;43;N;3;387;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;1;0;1;170000;1;1;1;;1;1;170000;4;4;3;;4;3;423;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTUUHLMKNCDEFJAH00803462;2024;2;1;1;43;N;3;425;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;292000;2;2;2;;2;3;146000;3;3;2;;3;2;649;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORPSHJOKNCDEFJAH00862052;2024;2;1;1;43;N;3;238;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQUHMMKNCDEFJAH00858717;2024;2;1;1;43;N;3;357;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;230000;1;1;1;;2;2;230000;5;5;4;;6;4;508;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQXHMMKNCDEFJAH00798386;2024;2;1;1;43;N;3;303;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUVHMNRRCDEIJAH00858850;2024;2;1;1;1;S;33;2651;1;;3;1;;4;1;1;2;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;6;2;4;472000;4;;4;4;;4;78666,67;1;;1;1;;1;6650;1;5;3;0;0;0;;;;;;;;;;;;;;
TQRMNOQPYHJORSCDEIJAH00862053;2024;2;1;1;1;S;33;3158;1;;4;1;;4;2;1;2;;1;1;1;2;2;1;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1148000;8;;8;8;;8;287000;6;;6;6;;7;9086;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRVHMMRSCDEIJAH00802294;2024;2;1;1;1;S;33;2145;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;2200000;10;;10;10;;10;733333,33;10;;9;10;;10;3612;2;0;98;0;0;0;;;;;;;;;;;;;;
