CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V2_02;V2_03;V21_01;V22_01;V5_02;V5_03;V11_01;V11_02;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNOSQPHLORPCDEIJAH00807202;2024;2;1;1;1;S;33;3880;1;;3;2;;1;2;1;2;;1;1;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;6;1;5;250000;2;;2;2;;2;41666,67;1;;1;1;;1;7358;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSUWHLMRRCDEIJAH00812672;2024;2;1;1;1;S;33;2899;1;;3;1;;2;1;1;1;;1;2;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;0;12;;12;12;;12;0;12;;12;12;;12;0;2;4;98;0;0;0;;;;;;;;;;;;;;
TQSMNOPWWHJMRTCDEIJAH00862054;2024;2;1;1;1;S;33;3398;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;1;1;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1450000;9;;9;9;;9;290000;6;;6;6;;7;5849;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPPUHLKRTCDEIJAH00807203;2024;2;1;1;1;S;33;1134;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;170000;1;;1;1;;1;170000;4;;3;3;;4;1161;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQVQHMLRUCDEIJAH00807204;2024;2;1;1;1;S;33;3957;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;300000;2;;2;2;;2;300000;7;;6;6;;7;4397;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPUUHLMSMCDEIJAH00807205;2024;2;1;1;1;S;33;1749;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSTHMNKMCDEFIAH00803297;2024;2;1;1;43;S;2;449;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;475000;4;4;4;4;;3;158333,33;3;3;3;3;;3;574;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUWHLNKNCDEFIAH00803298;2024;2;1;1;43;S;2;720;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1150000;8;9;9;8;;8;230000;5;5;4;5;;5;1117;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOUTTHJMKMCDEFIAH00862055;2024;2;1;1;43;S;2;843;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPYRHMOKNCDEFIAH00798264;2024;2;1;1;43;S;2;1250;1;;3;1;;4;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;1;3;1430000;9;10;9;9;;9;357500;7;8;7;7;;6;1654;1;2;4;0;0;0;;;;;;;;;;;;;;
TQRMNOQXVHLMKQCDEFIAH00803308;2024;2;1;1;43;S;2;463;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;3;0;3;728000;6;7;6;6;;6;242666,67;5;5;5;5;;5;743;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQXRHJMKPCDEFIAH00862056;2024;2;1;1;43;S;2;1007;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;1;2;2;2;2;3;1;2;810000;7;7;7;7;;6;270000;6;6;5;6;;5;1628;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSQQHJMKPCDEFIAH00862057;2024;2;1;1;43;S;2;428;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORSTHKKKQCDEFIAH00858602;2024;2;1;1;43;S;2;1336;2;;6;1;;9;2;1;1;;1;1;1;1;2;2;2;6;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;1490000;9;10;9;9;;9;496666,67;8;9;8;8;;8;2672;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQVWHMLKPCDEFIAH00798270;2024;2;1;1;43;S;2;1708;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;950000;7;8;8;7;;7;950000;10;10;10;10;;10;1845;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQVQHMMMLCDEGGFB00799422;2024;2;1;1;42;S;10;535;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;0;4;1430000;9;10;10;9;;10;357500;7;8;8;7;;8;1021;1;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNOQXRHJOKTCDEHGHJ00862320;2024;2;1;1;44;N;20;501;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;3;4;0;;;;;;;;;;;;;;
TQRMNOPSYHJOKQCDEHPJB00862321;2024;2;1;1;40;S;29;315;2;;1;2;;4;2;1;1;;1;1;2;1;1;2;2;1;1;2;0;1;1;2;2;0;2;0;2;;2;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;130000;1;1;1;1;;1;130000;2;3;3;2;;3;312;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPTVHJOKQCDEHPJB00862322;2024;2;1;1;40;S;29;441;2;;4;1;;2;1;1;1;;1;2;1;1;1;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1244500;9;9;9;9;;9;248900;5;6;7;5;;7;624;5;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQQXHJOKQCDEHPJB00862323;2024;2;1;1;40;S;29;358;1;;4;1;;2;1;1;1;;1;1;1;1;1;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;720000;6;7;7;6;;7;240000;5;5;7;5;;7;432;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWSHLNKUCDEHJGH00805882;2024;2;1;1;40;S;23;220;1;;4;1;;4;2;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;8;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;1;;2;200000;4;4;6;4;;6;218;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORXSHLMLMCDEHJGH00805896;2024;2;1;1;40;S;23;306;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;200000;1;1;1;1;;2;40000;1;1;1;1;;1;333;1;0;2;3;0;0;;;;;;;;;;;;;;
TQRMNORYWHLMLNCDEHJGH00805865;2024;2;1;1;40;S;23;550;1;;2;2;;4;2;1;1;;1;2;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;1500000;9;10;10;9;;10;250000;6;6;7;5;;7;592;2;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNOQYWHMNKUCDEGNFJ00800165;2024;2;1;1;44;N;17;230;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1800000;10;10;9;;10;9;360000;7;8;6;;8;6;452;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWTHKOKQCDEGNFJ00862324;2024;2;1;1;44;N;17;265;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXXHKOKQCDEGNFJ00859167;2024;2;1;1;44;N;17;224;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150000;1;1;1;;1;1;150000;3;3;2;;3;2;81;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWVHKMLPCDEFKID00862325;2024;2;1;1;43;S;4;615;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;650000;6;6;6;5;;6;650000;9;10;9;9;;9;689;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPPUHJOLOCDEFKID00862326;2024;2;1;1;43;S;4;784;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1000000;8;8;8;8;;8;250000;5;6;5;5;;5;1200;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPTXHMOLPCDEFKID00858939;2024;2;1;1;43;S;4;904;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;600000;5;5;5;5;;5;300000;6;7;6;6;;6;1558;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQXHJMLQCDEFKID00862327;2024;2;1;1;43;S;4;730;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOQPYHJMKSCDEFLID00862328;2024;2;1;1;43;S;5;612;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWQHJMKTCDEFLID00862329;2024;2;1;1;43;S;5;359;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORWXHKKKNCDEGGFB00862330;2024;2;1;1;42;S;10;155;2;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOQPTHMKKOCDEFNFF00798980;2024;2;1;1;41;N;7;181;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;5;5;7;;6;6;600000;9;9;10;;10;10;260;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTVWHLOLNCDEFNFF00804149;2024;2;2;1;41;N;7;561;1;;2;2;;4;2;3;1;;1;2;3;4;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;830600;7;7;9;;8;8;207650;5;5;6;;5;6;780;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPVTHMMLMCDEOJAH00803213;2024;2;1;1;44;N;93;84;1;;2;1;;3;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSPSHLMKPCDEHJGH00805870;2024;2;1;1;40;S;23;477;1;;6;1;;1;1;1;1;;1;1;1;1;2;2;2;6;2;2;0;2;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;400000;3;3;3;3;;3;200000;4;4;6;4;;6;499;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRSHLMKPCDEFIAH00803300;2024;2;1;1;43;S;2;601;1;;2;2;;5;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;580000;5;5;5;5;;5;193333,33;4;4;3;4;;4;968;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOPQQHJMKQCDEFIAH00862192;2024;2;1;1;43;S;2;786;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1480000;9;10;9;9;;9;493333,33;8;9;8;8;;8;935;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWVHJMKTCDEGJBF00862193;2024;2;1;1;43;S;13;728;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;5;5;5;5;;5;300000;7;7;6;6;;6;787;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPWSHLMKSCDEGJBF00804803;2024;2;1;1;43;S;13;747;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;1;2;0;2;2;2;0;0;0;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;490000;4;4;4;4;;4;245000;5;6;5;5;;5;782;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRVHMMLNCDEGJBF00799697;2024;2;1;1;43;S;13;687;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;550000;5;5;5;5;;5;550000;9;9;9;9;;9;703;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXTHLOKTCDEFLID00803797;2024;2;1;1;43;S;5;476;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNOPXUHLOKTCDEFLID00803798;2024;2;1;1;43;S;5;356;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTTVHMNKPCDEIOAH00802992;2024;2;1;1;43;N;38;146;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;12;1;11;1450000;9;10;9;;10;9;120833,33;2;2;2;;3;3;333;2;0;3;11;0;0;;;;;;;;;;;;;;
TQRMNOSPSHJOKMCDEGOIH00862194;2024;2;1;1;40;N;18;106;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;0;4;800000;7;7;8;;7;8;200000;4;4;6;;5;6;106;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPYSHLNKOCDEGOIH00805394;2024;2;1;1;40;N;18;343;1;;2;1;;1;1;1;1;;1;2;1;3;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;;3;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;187000;1;1;1;;1;1;93500;2;2;2;;2;2;346;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORSUHKOKUCDEGOIH00858684;2024;2;1;1;40;N;18;213;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;470000;4;4;4;;4;4;235000;5;5;7;;6;7;226;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPPYHJLLPCDEHMHF00862195;2024;2;1;1;42;N;26;167;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;283000;2;2;2;;2;2;141500;3;3;3;;3;3;194;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQXUHJNLQCDEHMHF00862196;2024;2;1;1;42;N;26;139;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;4;0;0;;;;;;;;;;;;;;
TQRMNOQTPHMOKSCDEGPDJ00800409;2024;2;1;1;40;N;19;310;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;620000;5;6;6;;6;6;620000;9;10;10;;10;10;314;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPWQHMMKUCDEGPDJ00800410;2024;2;1;1;40;N;19;185;2;;3;1;;2;1;1;1;;1;1;1;1;1;2;2;3;1;1;1;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;298000;2;2;2;;2;2;298000;6;7;8;;7;8;189;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORTXHLMKOCDEIHJF00806742;2024;2;1;1;44;N;31;121;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;2;2;2;0;0;0;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;960000;8;8;7;;8;7;480000;8;9;8;;9;7;138;2;1;98;0;0;0;;;;;;;;;;;;;;
TQRMNORVVHJMLNCDEIIAD00862197;2024;2;1;1;1;S;32;3513;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;4;electricidad;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;950000;8;;7;7;;6;950000;10;;10;10;;9;4657;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPUXHJOLRCDEIIAD00862198;2024;2;1;1;1;S;32;2957;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1500000;9;;9;9;;8;750000;10;;9;10;;8;5906;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPVPHJOLRCDEIIAD00862199;2024;2;1;1;1;S;32;2957;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;400000;3;;3;3;;2;200000;4;;4;4;;2;6193;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRXHJMMLCDEIIAD00862200;2024;2;1;1;1;S;32;2489;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWXHKLMNCDEIIAD00859861;2024;2;1;1;1;S;32;2044;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;3;0;0;;;;;;;;;;;;;;
TQRMNOTUWHJKMNCDEIIAD00862201;2024;2;1;1;1;S;32;874;2;;3;1;;9;1;1;1;;1;1;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;840000;7;;7;7;;5;210000;5;;5;4;;2;1513;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSUHKMKOCDEHJGH00858831;2024;2;1;1;40;S;23;591;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1400000;9;9;10;9;;9;466666,67;8;9;9;8;;9;600;97;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXQHKMKOCDEIGED00862331;2024;2;1;1;43;N;30;119;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSYWHLNKPCDEIOAH00808167;2024;2;1;1;43;N;38;145;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;700000;6;6;6;;7;7;140000;3;3;2;;3;3;171;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORSQHKOKMCDEGOIH00859297;2024;2;1;1;40;N;18;333;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;320000;2;2;3;;3;3;320000;7;7;8;;7;8;334;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNPTSPHMOKNCDEGOIH00800292;2024;2;1;1;40;N;18;359;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;390000;3;3;3;;3;4;130000;2;2;3;;3;4;349;2;0;98;0;0;0;;;;;;;;;;;;;;
